from,to,timestamp,value
0x027beefcbad782faf69fad12dee97ed894c68549,0x92df031c992951292689dade24fdc1e9ae9adf5f,"2017.03.14, 02:28:12",2.64768495
0x027beefcbad782faf69fad12dee97ed894c68549,0xe18248489fee7dd05f553b4cb996ae262438d432,"2017.03.14, 02:30:22",5.12044013
0x027beefcbad782faf69fad12dee97ed894c68549,0xfcde4905379f21f1b25ec1590e34e3de6226db73,"2017.03.14, 02:39:40",49.9
0x027beefcbad782faf69fad12dee97ed894c68549,0x2621d8e3f28e65808ead698f015326dcdc9f4290,"2017.03.14, 02:47:27",25.075251580000003
0x027beefcbad782faf69fad12dee97ed894c68549,0x08160ede8cdb88858ec688201b91d9b76c81958a,"2017.03.14, 02:52:05",7.6695074
0x027beefcbad782faf69fad12dee97ed894c68549,0x6b119ba7fe20b8ae36b57d37316180a6ab480e2f,"2017.03.14, 03:15:12",11.1352428
0x027beefcbad782faf69fad12dee97ed894c68549,0x95fff68001bd202641a4c55023044b3023419cb9,"2017.03.14, 03:30:33",25.25769231
0x027beefcbad782faf69fad12dee97ed894c68549,0x00eae48dd2fd054541957167b65c1fe294e17cda,"2017.03.14, 03:35:07",41.35064936
0x027beefcbad782faf69fad12dee97ed894c68549,0x17f7effc2394e4336eaf56af2eeee637028f8fcc,"2017.03.14, 03:39:20",19.9
0x027beefcbad782faf69fad12dee97ed894c68549,0xfcde4905379f21f1b25ec1590e34e3de6226db73,"2017.03.14, 04:02:57",76.7
0x027beefcbad782faf69fad12dee97ed894c68549,0xfcde4905379f21f1b25ec1590e34e3de6226db73,"2017.03.14, 04:25:35",51.0
0x027beefcbad782faf69fad12dee97ed894c68549,0xbdff896092d94ee26a8baaf4509ffb2453f56a9a,"2017.03.14, 06:15:10",0.001
0x027beefcbad782faf69fad12dee97ed894c68549,0x2122164f64862190b63d156dd7f8e59bf4a30bd7,"2017.03.14, 06:16:04",49.781852140000005
0x027beefcbad782faf69fad12dee97ed894c68549,0xbdff896092d94ee26a8baaf4509ffb2453f56a9a,"2017.03.14, 06:21:32",1.0
0x027beefcbad782faf69fad12dee97ed894c68549,0xfcde4905379f21f1b25ec1590e34e3de6226db73,"2017.03.14, 07:30:15",30.5
0x027beefcbad782faf69fad12dee97ed894c68549,0xd3858126b2391344a2623ec987395600ac378b5f,"2017.03.14, 07:42:09",1.04933
0x027beefcbad782faf69fad12dee97ed894c68549,0xdae4d2c84046e46da756fbf664881e75c55b0808,"2017.03.14, 08:35:24",25.0
0x027beefcbad782faf69fad12dee97ed894c68549,0x4188b3cc196fd0be7dd6acd2581822d8a1ef5ebc,"2017.03.14, 11:03:34",341.18035793
0x027beefcbad782faf69fad12dee97ed894c68549,0x0a461c68f947bdce60f9d80acc4a39521efe49d4,"2017.03.14, 13:44:03",10.0
0x027beefcbad782faf69fad12dee97ed894c68549,0x0a461c68f947bdce60f9d80acc4a39521efe49d4,"2017.03.14, 13:46:28",88.0
0x027beefcbad782faf69fad12dee97ed894c68549,0xfcde4905379f21f1b25ec1590e34e3de6226db73,"2017.03.14, 13:48:13",30.2
0x027beefcbad782faf69fad12dee97ed894c68549,0xb164a011ec93a20c26bda5299fbd15c54b02c680,"2017.03.14, 14:11:29",258.98752951
0x027beefcbad782faf69fad12dee97ed894c68549,0x68f08802d7d76ceab44ee5ead305b26e6a345026,"2017.03.14, 14:36:53",84.62417125
0x027beefcbad782faf69fad12dee97ed894c68549,0x7a119215754705ba996b2f9b9c47bd5713b344d5,"2017.03.14, 14:40:06",383.9
0x027beefcbad782faf69fad12dee97ed894c68549,0x68f08802d7d76ceab44ee5ead305b26e6a345026,"2017.03.14, 15:00:16",75.71636375
0x027beefcbad782faf69fad12dee97ed894c68549,0xaf89594f49c25a52042f37d072fbc57f9bff8d8c,"2017.03.14, 15:00:16",2.1673
